"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"AVENUE21. Planning and Policy Considerations for an Age of Automated Mobility"	"9783662670040; 9783662670040; 9783662670033"	"10.1007/978-3-662-67004-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62435/1/978-3-662-67004-0.pdf"	""	"20.500.12657/62435"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:05:09Z"	""	""	"Mitteregger, Mathias"	""	""	"F"	""
"Averting Disaster Before It Strikes : How to Make Sure Your Subordinates Warn You While There is Still Time to Act"	"9783031307720; 9783031307720; 9783031307713"	"10.1007/978-3-031-30772-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63908/1/978-3-031-30772-0.pdf"	"Chernov, Dmitry"	"20.500.12657/63908"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:40:39Z"	""	""	""	""	""	"F"	""
"Electricity Access, Decarbonization, and Integration of Renewables : Insights and Lessons from the Energy Transformation in Bangladesh, South Asia, and Sub-Sahara Africa"	"9783658382155; 9783658382155"	"10.1007/978-3-658-38215-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59367/1/978-3-658-38215-5.pdf"	""	"20.500.12657/59367"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:26Z"	""	""	"Groh, Sebastian"	""	""	"F"	""
"How Computers Entered the Classroom, 1960–2000 : Historical Perspectives"	"9783110780147; 9783110780147; 9783110779592; 9783110780284"	"10.1515/9783110780147"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63779/1/9783110780147.pdf"	""	"20.500.12657/63779"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:56:11Z"	"2"	""	"Flury, Carmen"	""	""	"F"	""
"Eating beside Ourselves : Thresholds of Foods and Bodies"	"9781478093114; 9781478093114; 9781478016786; 9781478019435"	"10.1215/9781478024064"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62547/1/9781478093114.pdf"	"Paxson, Heather"	"20.500.12657/62547"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Duke University Press"	"monograph"	"2023"	"2023-04-25T07:23:31Z"	""	""	""	""	""	"F"	""
"Hydraulic Fracturing and Rock Mechanics"	"9789819925407; 9789819925407; 9789819925391"	"10.1007/978-981-99-2540-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63914/1/978-981-99-2540-7.pdf"	"Zhao, Yu"	"20.500.12657/63914"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:40:57Z"	""	""	""	""	""	"F"	""
"Community Nursing Services in England : An Historical Policy Analysis"	"9783031170843; 9783031170843"	"10.1007/978-3-031-17084-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60813/1/978-3-031-17084-3.pdf"	"Bramwell, Donna"	"20.500.12657/60813"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:06Z"	""	""	""	""	""	"F"	""
"Introduction to Development Engineering : A Framework with Applications from the Field"	"9783030860653; 9783030860653"	"10.1007/978-3-030-86065-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58375/1/978-3-030-86065-3.pdf"	""	"20.500.12657/58375"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-09-15T20:13:53Z"	""	""	"Madon, Temina"	""	""	"F"	""
"Integrated Diagnostics and Theranostics of Thyroid Diseases"	"9783031352133; 9783031352133; 9783031352126"	"10.1007/978-3-031-35213-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75404/1/978-3-031-35213-3.pdf"	""	"20.500.12657/75404"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:55:56Z"	""	""	"Giovanella, Luca"	""	""	"F"	""
"Arctic Justice : Environment, Society and Governance"	"9781529224832; 9781529224825; 9781529224818"	"10.47674/9781529224832"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62523/1/9781529224832.pdf; https://library.oapen.org/bitstream/20.500.12657/62523/2/9781529224825_epub.epub"	""	"20.500.12657/62523"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bristol University Press"	"monograph"	"2023"	"2023-04-21T13:21:58Z"	""	""	"Wood-Donnelly, Corine"	""	""	"F"	""
"Unpaid Work in Nursing Homes : Flexible Boundaries"	"9781447366188; 9781447366171; 9781447366164"	"10.47674/9781447366188"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62914/1/9781447366188.pdf; https://library.oapen.org/bitstream/20.500.12657/62914/2/9781447366171_EPUB.epub"	""	"20.500.12657/62914"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Policy Press"	"monograph"	"2023"	"2023-05-08T10:12:13Z"	""	""	"armstrong, Pat"	""	""	"F"	""
"Regularity of the One-phase Free Boundaries"	"9783031132384; 9783031132384"	"10.1007/978-3-031-13238-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61877/1/978-3-031-13238-4.pdf"	"Velichkov, Bozhidar"	"20.500.12657/61877"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:20:53Z"	"28"	""	""	""	""	"F"	""
"Stochastic Transport in Upper Ocean Dynamics : STUOD 2021 Workshop, London, UK, September 20–23"	"9783031189883; 9783031189883"	"10.1007/978-3-031-18988-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60805/1/978-3-031-18988-3.pdf"	""	"20.500.12657/60805"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:52Z"	"10"	""	"Chapron, Bertrand"	""	""	"F"	""
"Particle Polarization in High Energy Physics : An Introduction and Case Studies on Vector Particle Production at the LHC"	"9783031088766; 9783031088766"	"10.1007/978-3-031-08876-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60784/1/978-3-031-08876-6.pdf"	"Faccioli, Pietro"	"20.500.12657/60784"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:25Z"	"1002"	""	""	""	""	"F"	""
"The Search for Ultralight Bosonic Dark Matter"	"9783030958527; 9783030958527"	"10.1007/978-3-030-95852-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61247/1/978-3-030-95852-7.pdf"	""	"20.500.12657/61247"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-02-13T17:26:10Z"	""	""	"Jackson Kimball, Derek F."	""	""	"F"	""
"Evidence Contestation : Dealing with Dissent in Knowledge Societies"	"9781000839852; 9781003273509; 9781032226446; 9781032219103"	"10.4324/9781003273509"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61217/1/9781000839852.pdf"	""	"20.500.12657/61217"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-02-09T14:44:59Z"	""	""	"Zachmann, Karin"	""	""	"F"	""
"Philosophy of Astrophysics : Stars, Simulations, and the Struggle to Determine What is Out There"	"9783031266188; 9783031266188; 9783031266171"	"10.1007/978-3-031-26618-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63938/1/978-3-031-26618-8.pdf"	""	"20.500.12657/63938"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:42:22Z"	"472"	""	"Mills Boyd, Nora"	""	""	"F"	""
"Contemporary Research on Management and Business : Proceedings of the International Seminar of Contemporary Research on Business and Management (ISCRBM 2021), 18 December 2021, Jakarta, Indonesia"	"9781003295952; 9781032282619; 9781032282596; 9781000777840"	"10.1201/9781003295952"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57755/1/9781000777840.pdf"	""	"20.500.12657/57755"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-08-03T10:32:04Z"	""	""	"Noviaristanti, Siska"	""	""	"F"	""
"Occupant- Centric Simulation- Aided Building Design : Theory, Application, and Case Studies"	"9781000865752; 9781032420028; 9781003176985; 9781032461540"	"10.1201/9781003176985"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62515/1/9781000865752.pdf"	""	"20.500.12657/62515"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-04-20T07:50:50Z"	""	""	"O’Brien, William"	""	""	"F"	""
"Future Horizons : Canadian Digital Humanities"	"9780776640068; 9780776640051; 9780776640075"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75341/1/9780776640068.pdf"	""	"20.500.12657/75341"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Ottawa Press / Les Presses de l’Université d’Ottawa"	"monograph"	"2023"	"2023-08-10T15:17:08Z"	""	""	"Barrett, Paul"	""	""	"F"	""
"Care Technologies for Ageing Societies : An International Comparison"	"9781447364825; 978; 9781447364801"	"10.47674/9781447364825"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62352/1/9781447364825.pdf; https://library.oapen.org/bitstream/20.500.12657/62352/2/9781447364818.epub"	""	"20.500.12657/62352"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Policy Press"	"monograph"	"2023"	"2023-04-12T13:15:50Z"	""	""	"Hamblin, Kate"	""	""	"F"	""
"Microhistories of Technology : Making the World"	"9783031228131; 9783031228131"	"10.1007/978-3-031-22813-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61839/1/978-3-031-22813-1.pdf"	"Hård, Mikael"	"20.500.12657/61839"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:19:29Z"	""	""	""	""	""	"F"	""
"Rice Green Revolution in Sub-Saharan Africa"	"9789811980466; 9789811980466"	"10.1007/978-981-19-8046-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61893/1/978-981-19-8046-6.pdf"	""	"20.500.12657/61893"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:21:26Z"	"56"	""	"Otsuka, Keijiro"	""	""	"F"	""
"Towards User-Centric Transport in Europe 3 : Making Digital Mobility Inclusive and Accessible"	"9783031261558; 9783031261558"	"10.1007/978-3-031-26155-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61880/1/978-3-031-26155-8.pdf"	""	"20.500.12657/61880"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:21:01Z"	""	""	"Keseru, Imre"	""	""	"F"	""
"New Digital Work : Digital Sovereignty at the Workplace"	"9783031264900; 9783031264900; 9783031264894"	"10.1007/978-3-031-26490-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62992/1/978-3-031-26490-0.pdf"	""	"20.500.12657/62992"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:06:24Z"	""	""	"Shajek, Alexandra"	""	""	"F"	""
"Proceedings of the 3rd Conference on Physical Modeling for Virtual Manufacturing Systems and Processes"	"9783031357794; 9783031357794; 9783031357787"	"10.1007/978-3-031-35779-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63964/1/978-3-031-35779-4.pdf"	""	"20.500.12657/63964"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:43:35Z"	""	""	"Aurich, Jan C."	""	""	"F"	""
"Active Rheology Control of Cementitious Materials"	"9781000844146; 9781000844146; 9781032266909; 9781003289463; 9781032266916"	"10.1201/9781003289463"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76023/1/9781000844146.pdf"	"De Schutter, Geert"	"20.500.12657/76023"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T10:27:09Z"	"23"	""	""	""	""	"F"	""
"Vulnerable Households in the Energy Transition : Energy Poverty, Demographics and Policies"	"9783031356841; 9783031356841; 9783031356834"	"10.1007/978-3-031-35684-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76237/1/978-3-031-35684-1.pdf"	""	"20.500.12657/76237"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:46:32Z"	""	""	"Bardazzi, Rossella"	""	""	"F"	""
"A hydrodynamical perspective on the turbulent transport of bacteria in rivers"	"9783731513100; 9783731513100"	"10.5445/KSP/1000160619"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76437/1/9783731513100.pdf"	"Werner, Michael"	"20.500.12657/76437"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-sa/4.0"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-09-26T15:20:26Z"	"19"	""	""	""	""	"F"	""
"Hepatocellular Carcinoma"	"9783031093715; 9783031093715"	"10.1007/978-3-031-09371-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58630/1/978-3-031-09371-5.pdf"	""	"20.500.12657/58630"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-10-14T10:39:31Z"	""	""	"Ettorre, Giuseppe Maria"	""	""	"F"	""
"Ageing in Times of the COVID-19 Pandemic"	"9783658404871; 9783658404871; 9783658404864"	"10.1007/978-3-658-40487-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63594/1/978-3-658-40487-1.pdf"	""	"20.500.12657/63594"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:30:07Z"	""	""	"Simonson, Julia"	""	""	"F"	""
"Computational Physiology : Simula Summer School 2022 − Student Reports"	"9783031253744; 9783031253744"	"10.1007/978-3-031-25374-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61895/1/978-3-031-25374-4.pdf"	""	"20.500.12657/61895"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:21:28Z"	"13"	""	"McCabe, Kimberly J."	""	""	"F"	""
"Urban Water Demand Management : A Guidebook for ASEAN"	"9789811986772; 9789811986772; 9789811986765"	"10.1007/978-981-19-8677-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63606/1/978-981-19-8677-2.pdf"	"Ong, Corinne"	"20.500.12657/63606"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:30:47Z"	""	""	""	""	""	"F"	""
"Optimal Surface Fitting of Point Clouds Using Local Refinement : Application to GIS Data"	"9783031169540; 9783031169540"	"10.1007/978-3-031-16954-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60790/1/978-3-031-16954-0.pdf"	"Kermarrec, Gaël"	"20.500.12657/60790"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:32Z"	""	""	""	""	""	"F"	""
"Molecular Motor Based on Single Chiral Tripodal Molecules Studied with STM"	"9783731512479; 9783731512479"	"10.5445/KSP/1000151650"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76433/1/9783731512479.pdf"	"Skolaut, Julian"	"20.500.12657/76433"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-sa/4.0"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-09-26T15:20:22Z"	"4"	""	""	""	""	"F"	""
"Diseases of the Abdomen and Pelvis 2023-2026 : Diagnostic Imaging"	"9783031273551; 9783031273551; 9783031273544"	"10.1007/978-3-031-27355-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62412/1/978-3-031-27355-1.pdf"	""	"20.500.12657/62412"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:04:31Z"	""	""	"Hodler, Juerg"	""	""	"F"	""
"Geostatistics Toronto 2021 : Quantitative Geology and Geostatistics"	"9783031198458; 9783031198458"	"10.1007/978-3-031-19845-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61875/1/978-3-031-19845-8.pdf"	""	"20.500.12657/61875"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:20:47Z"	""	""	"Avalos Sotomayor, Sebastian Alejandro"	""	""	"F"	""
"Perspectives on warm conveyor belts - sensitivities to ensemble configuration and the role for forecast error"	"9783731512363"	"10.5445/KSP/1000150862"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62289/1/9783731512363.pdf"	"Pickl, Moritz"	"20.500.12657/62289"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-04-06T07:53:48Z"	"42"	""	""	""	""	"F"	""
"Local Probing of a Superconductor’s Quasiparticles and Bosonic Excitations with a Scanning Tunnelling Microscope"	"9783731512790"	"10.5445/KSP/1000155716"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62285/1/9783731512790.pdf"	"Gozlinski, Thomas"	"20.500.12657/62285"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-04-06T07:48:20Z"	"2"	""	""	""	""	"F"	""
"Ageing with Smartphones in Urban Chile : The experience of Peruvian migrants"	"9781800084629; 9781800084605; 9781800084612; 9781800084636"	"10.14324/ 111.978180 0084 629"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62238/1/9781800084629.pdf"	"Otaegui, Alfonso"	"20.500.12657/62238"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-04-03T12:15:51Z"	""	""	""	""	""	"F"	""
"Creativity : Process and Personality"	"9781951399115; 9781951399146; 9781951399122; 9781951399139"	"10.32376/3f8575cb.60b97b6f"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61558/1/gross-creativity-1964-oapen.pdf"	"Gross, Larry"	"20.500.12657/61558"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"mediastudies.press"	"monograph"	"2023"	"2023-02-27T14:20:37Z"	"4"	""	""	""	""	"F"	""
"Representation of warm conveyor belts in sub-seasonal forecast models and the link to Atlantic-European weather regimes"	"9783731512493"	"10.5445/KSP/1000151831"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63206/1/representation-of-warm-conveyor-belts-in-sub-seasonal-forecast-models-and-the-link-to-atlantic-european-weather-regimes.pdf"	"Wandel, Jan Lucas"	"20.500.12657/63206"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-06-05T12:25:57Z"	"43"	""	""	""	""	"F"	""
"Biodeterioration of Cultural Heritage : Dynamic Interfaces between Fungi, Fungal Pigments and Paper"	"9783036520933; 9783036520940"	"10.3390/books978-3-0365-2093-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63723/1/Biodeterioration%20of%20Cultural%20Heritage-HBK.pdf"	"Szczepanowska, Hanna"	"20.500.12657/63723"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"MDPI Press"	"monograph"	"2023"	"2023-07-03T10:21:48Z"	""	""	""	""	""	"F"	""
"How Can we Use Simulation to Improve Competencies in Nursing?"	"9783031103995; 9783031103995"	"10.1007/978-3-031-10399-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59357/1/978-3-031-10399-5.pdf"	""	"20.500.12657/59357"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:08Z"	""	""	"Akselbo, Iben"	""	""	"F"	""
"E-Cigarettes and the Comparative Politics of Harm Reduction : History, Evidence, and Policy"	"9783031236587; 9783031236587; 9783031236570"	"10.1007/978-3-031-23658-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63534/1/978-3-031-23658-7.pdf"	""	"20.500.12657/63534"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:20:38Z"	""	""	"Berridge, Virginia"	""	""	"F"	""
"COVID-19 and Shame : Political Emotions and Public Health in the UK"	"9781350283428; 9781350283435; 9781350283428"	"10.5040/9781350283442"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61206/1/9781350283428.pdf; https://library.oapen.org/bitstream/20.500.12657/61206/2/9781350283435.epub"	"Cooper, Fred"	"20.500.12657/61206"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/; https://creativecommons.org/licenses/by/4.0/"	"Bloomsbury Academic"	"monograph"	"2023"	"2023-02-09T13:06:08Z"	""	""	""	""	""	"F"	""
"Kosmos : Vom Umgang mit der Welt zwischen Ausdruck und Ordnung"	"9783968220932; 978­3­96822­094­9"	"10.17885/heiup.857"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63147/1/heiUP_OAPEN_Koenig-Schlaudt_Kosmos_book.pdf"	""	"20.500.12657/63147"	""	"full text"	"Publication licence: All rights reserved"	"Heidelberg University Publishing (heiUP)"	"monograph"	"2023"	"2023-05-25T12:28:58Z"	""	""	"König, Peter"	""	""	"F"	""
"Spectral Flow : A Functional Analytic and Index-Theoretic Approach"	"9783111172477; 9783111172477; 9783111169897; 9783111173085"	"10.1515/9783111172477"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63798/1/9783111172477.pdf"	"Doll, Nora"	"20.500.12657/63798"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:56:56Z"	"94"	""	""	""	""	"F"	""
"Midwifery and Sexuality"	"9783031184321; 9783031184321"	"10.1007/978-3-031-18432-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61916/1/978-3-031-18432-1.pdf"	""	"20.500.12657/61916"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:21:59Z"	""	""	"Geuens, Sam"	""	""	"F"	""
"The South African Response to COVID-19 : The Early Years"	"9781000878158; 9781032280073; 9781032280097; 9781003294931"	"10.4324/9781003294931"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61727/1/9781000878158.pdf"	""	"20.500.12657/61727"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-03-17T12:39:00Z"	""	""	"Fourie, Pieter"	""	""	"F"	""
"Numerical Modeling Of Superconducting Applications : Simulation Of Electromagnetics, Thermal Stability, Thermo-hydraulics And Mechanical Effects In Large-scale Superconducting Devices"	"9789811271441; 9789811271434"	"10.1142/13282"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62562/1/9789811271441.pdf"	""	"20.500.12657/62562"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"World Scientific Publishing Company"	"monograph"	"2023"	"2023-04-25T09:53:52Z"	""	""	"Dutoit, Bertrand"	""	""	"F"	""
"A Realist Philosophy of Economics"	"9781529234435; 9781529234428; 9781529234404"	"10.47674/9781529234435"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76143/1/9781529234435.pdf; https://library.oapen.org/bitstream/20.500.12657/76143/2/9781529234428.epub"	"Mittermaier, Karl"	"20.500.12657/76143"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bristol University Press"	"monograph"	"2023"	"2023-09-06T08:04:00Z"	""	""	""	""	""	"F"	""
"Towards Responsible Plant Data Linkage: Data Challenges for Agricultural Research and Development"	"9783031132766; 9783031132766"	"10.1007/978-3-031-13276-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59373/1/978-3-031-13276-6.pdf"	""	"20.500.12657/59373"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:41Z"	""	""	"Williamson, Hugh F."	""	""	"F"	""
"Measurement Across the Sciences : Developing a Shared Concept System for Measurement"	"9783031224485; 9783031224485"	"10.1007/978-3-031-22448-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61879/1/978-3-031-22448-5.pdf"	"Mari, Luca"	"20.500.12657/61879"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:20:57Z"	""	""	""	""	""	"F"	""
"The Geology of Kuwait"	"9783031167270; 9783031167270"	"10.1007/978-3-031-16727-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60172/1/978-3-031-16727-0.pdf"	""	"20.500.12657/60172"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:38:13Z"	""	""	"Abd el-aal, Abd el-aziz Khairy"	""	""	"F"	""
