"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"Icelandic Farmhouses : Identity, landscape and construction (1790-1945)"	"9791221500844; 9791221500844; 9791221500837; 9791221500851"	"10.36253/979-12-215-0084-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/74790/1/9791221500844.pdf"	"NANNINI, SOFIA"	"20.500.12657/74790"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"Firenze University Press"	"monograph"	"2023"	"2023-08-03T14:57:00Z"	"24"	""	""	""	""	"F"	""
"Sindicalismo, conflictividad y acción directa en las Américas y Europa, de fines del siglo XIX a los años 1980"	"9789566095750"	"10.26448/ae.9789566095750.61"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61957/19/Sindicalismo%20final.pdf"	""	"20.500.12657/61957"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Ariadna Ediciones"	"monograph"	"2023"	"2023-03-21T09:23:11Z"	""	""	"Gaudichaud, Franck"	""	""	"F"	""
"The International Handbook of Social Enterprise Law : Benefit Corporations and Other Purpose-Driven Companies"	"9783031142161; 9783031142161"	"10.1007/978-3-031-14216-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60844/1/978-3-031-14216-1.pdf"	""	"20.500.12657/60844"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:44Z"	""	""	"Peter, Henry"	""	""	"F"	""
"William Moorcroft, Potter : Individuality by Design"	"9781805110552; 9781805110538; 9781805110545; 9781805110569; 9781805110583; 9781805110590"	"10.11647/OBP.0349"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76170/1/9781805110552.pdf"	"Mallinson, Jonathan"	"20.500.12657/76170"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-09-11T11:54:40Z"	""	""	""	""	""	"F"	""
"European Planning History in the 20th Century : A Continent of Urban Planning"	"9781003271666; 9781032222264; 9781032222271"	"10.4324/9781003271666"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57842/1/9781000646795.pdf"	""	"20.500.12657/57842"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-08-08T09:46:53Z"	""	""	"Welch Guerra, Max"	""	""	"F"	""
"Mobs and Microbes : Global Perspectives on Market Halls, Civic Order and Public Health"	"9789461664952; 9789462703605; 9789461664969"	"10.11116/9789461664952"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61691/1/9789461664952.pdf"	""	"20.500.12657/61691"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2023"	"2023-03-14T12:31:20Z"	""	""	"Farah, Leila Marie"	""	""	"F"	""
"Artistic Cartography and Design Explorations Towards the Pluriverse"	"9781003285175; 9781000815900; 9781032245164; 9781032258232"	"10.4324/9781003285175"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60124/1/9781000815900.pdf"	""	"20.500.12657/60124"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-12-12T14:13:51Z"	""	""	"Miettinen, Satu"	""	""	"F"	""
"Racing the Great White Way : Black Performance, Eugene O'Neill, and the Transformation of Broadway"	"9780472903603; 9780472075782; 9780472055784"	"10.3998/mpub.12340544"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64040/1/9780472903603.pdf"	"Johnson, Katie N."	"20.500.12657/64040"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-07-20T12:36:03Z"	""	""	""	""	""	"F"	""
"Observant Reforms and Cultural Production in Europe : Learning, Liturgy and Spiritual Practice"	"9789493296084"	"10.54195/XFRB6134"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75357/1/observant-reforms-and-cultural-production-in-europe.pdf"	""	"20.500.12657/75357"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Radboud University Press"	"monograph"	"2023"	"2023-08-14T12:42:30Z"	""	""	"Delcorno, Pietro"	""	""	"F"	""
"Creativity in Art, Design and Technology"	"9783031248696; 9783031248696; 9783031248689"	"10.1007/978-3-031-24869-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62398/1/978-3-031-24869-6.pdf"	"Liggett, Susan"	"20.500.12657/62398"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:04:05Z"	""	""	""	""	""	"F"	""
"Mendings"	"9781478093596; 9781478093596; 9781478016465; 9781478019107"	"10.1215/9781478023739"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62552/12/9781478093596.pdf"	"Sweeney, Megan"	"20.500.12657/62552"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Duke University Press"	"monograph"	"2023"	"2023-04-25T07:23:38Z"	""	""	""	""	""	"F"	""
"Indian Architecture in Postcards : A New Perspective on a Modern Heritage"	"9783839467169; 9783839467169; 9783837667165"	"10.1515/9783839467169"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/74719/1/9783839467169.pdf"	""	"20.500.12657/74719"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-08-02T16:01:59Z"	"72"	""	"Muhidine, Éléonore"	""	""	"F"	""
"Now About All These Women in the Swedish Film Industry"	"9781501366192; 9781501366208; 9781501366192"	"10.5040/9781501366185"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61208/1/9781501366192.pdf; https://library.oapen.org/bitstream/20.500.12657/61208/2/9781501366208.epub"	"Wallenberg, Louise"	"20.500.12657/61208"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bloomsbury Academic"	"monograph"	"2023"	"2023-02-09T13:06:14Z"	""	""	""	""	""	"F"	""
"A Transition to Sustainable Housing : Progress and Prospects for a Low Carbon Housing Future"	"9789819927609; 9789819927609; 9789819927593"	"10.1007/978-981-99-2760-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63935/1/978-981-99-2760-9.pdf"	"Moore, Trivess"	"20.500.12657/63935"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:42:18Z"	""	""	""	""	""	"F"	""
"In the Lurch : Verbatim Theater and the Crisis of Democratic Deliberation"	"9780472903337; 9780472075744; 9780472055746"	"10.3998/mpub.12210885"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60482/1/9780472903337.pdf"	"Claycomb, Ryan"	"20.500.12657/60482"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-01-03T15:23:10Z"	""	""	""	""	""	"F"	""
"In the Shadow of Saints : the Long Durée of Lyminge, Kent, as a Sacred Christian Landscape"	"9780854313051"	"10.26530/20.500.12657/60888"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60888/1/SAL_ARCHAEOL_112.pdf"	"Thomas, Gabor"	"20.500.12657/60888"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Society of Antiquaries of London"	"monograph"	"2023"	"2023-01-26T09:53:50Z"	"112"	""	""	""	""	"F"	""
"Injustice in Urban Sustainability : Ten Core Drivers"	"9781003221425; 9781032117621; 9781032117638; 9781000790405"	"10.4324/9781003221425"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59133/1/9781000790405.pdf"	"Kotsila, Panagiota"	"20.500.12657/59133"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-11-01T13:07:03Z"	""	""	"Cañizares, Ana"	""	""	"F"	""
"Podcasting as an Intimate Medium"	"9781003340980; 9781000812015; 9781032375953; 9781032373645"	"10.4324/9781003340980"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59778/1/9781000812015.pdf"	"Euritt, Alyn"	"20.500.12657/59778"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-11-29T12:49:14Z"	""	""	""	""	""	"F"	""
"Television with Stanley Cavell in Mind"	"9781804130209; 9781804130186; 9781804130193"	"10.47788/BMYM9359"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63190/5/9781804130209.pdf"	""	"20.500.12657/63190"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Exeter Press"	"monograph"	"2023"	"2023-05-31T14:28:07Z"	""	""	"LaRocca, David"	""	""	"F"	""
"Occupant- Centric Simulation- Aided Building Design : Theory, Application, and Case Studies"	"9781000865752; 9781032420028; 9781003176985; 9781032461540"	"10.1201/9781003176985"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62515/1/9781000865752.pdf"	""	"20.500.12657/62515"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-04-20T07:50:50Z"	""	""	"O’Brien, William"	""	""	"F"	""
"Nordic Design Cultures in Transformation, 1960–1980 : Revolt and Resilience"	"9781003309321; 9781032290423; 9781032313511; 9781000736359"	"10.4324/9781003309321"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58021/1/9781000736359.pdf"	""	"20.500.12657/58021"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-08-19T09:42:29Z"	""	""	"Fallan, Kjetil"	""	""	"F"	""
"Film Societies in Germany and Austria 1910-1933 : Tracing the Social Life of Cinema"	"9789048555727; 9789463725477"	"10.5117/9789463725477"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61198/1/9789048555727.pdf"	"Cowan, Michael"	"20.500.12657/61198"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-02-09T10:41:02Z"	""	""	""	""	""	"F"	""
"Situating Data : Inquiries in Algorithmic Culture"	"9789048555444; 9789463722971"	"10.5117/9789463722971"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61199/1/9789048555444.pdf"	""	"20.500.12657/61199"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-02-09T10:48:11Z"	""	""	"van Es, Karin"	""	""	"F"	""
"Sugar, Spice, and the Not So Nice : Comics Picturing Girlhood"	"9789461664976; 9789462703612; 9789461664983; 9789462700307"	"10.11116/9789461664976"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61392/1/9789461664976.pdf"	""	"20.500.12657/61392"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2023"	"2023-02-22T12:02:16Z"	"11"	""	"Pursall, Dona"	""	""	"F"	""
"Decolonial Ecologies : The Reinvention of Natural History in Latin American Art"	"9781800649750; 9781800649736; 9781800649743; 9781800649798; 9781800649781; 9781800649767"	"10.11647/OBP.0339"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63660/1/9781800649750.pdf"	"Page, Joanna"	"20.500.12657/63660"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-06-22T10:03:09Z"	""	""	""	""	""	"F"	""
"For Palestine : Essays from the Tom Hurndall Memorial Lecture Group"	"9781805110279; 9781805110255; 9781805110262; 9781805110316; 9781805110309; 9781805110286"	"10.11647/OBP.0345"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63818/1/9781805110279.pdf"	""	"20.500.12657/63818"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-07-05T08:58:58Z"	""	""	"Parker, Ian"	""	""	"F"	""
"Innovative tools and design strategies : The case of Eclectic Architecture in Buenos Aires"	"9783731512615"	"10.5445/KSP/1000152982"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63205/1/innovative-tools-and-design-strategies-the-case-of-eclectic-architecture-in-buenos-aires.pdf"	"Andrés Garrido, Federico"	"20.500.12657/63205"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-06-05T12:22:35Z"	""	""	""	""	""	"F"	""
"The Belgian Photonovel, 1954-1985 : An Introduction"	"9789461665119; 9789462703704; 9789461665126"	"10.11116/9789461665119"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75350/1/9789461665119.pdf"	"Colangelo, Clarissa"	"20.500.12657/75350"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2023"	"2023-08-14T10:08:11Z"	"12"	""	""	""	""	"F"	""
"Realisms in East Asian Performance"	"9780472903849; 9780472076420; 9780472056422"	"10.3998/mpub.12254299"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76448/1/9780472903849.pdf"	""	"20.500.12657/76448"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-09-27T11:49:05Z"	""	""	"Nakamura, Jessica"	""	""	"F"	""
"Watching, Waiting : The Photographic Representation of Empty Places"	"9789461665195; 9789461665201; 9789462703759; 9789462702899"	"10.11116/9789461665195"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76444/1/9789461665195.pdf"	""	"20.500.12657/76444"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2023"	"2023-09-27T09:24:47Z"	""	""	"Krizic Roban, Sandra"	""	""	"F"	""
"Citizens of Photography : The Camera and the Political Imagination"	"9781478093619; 9781478020004; 9781478020769; 9781478024590"	"10.1215/9781478024590"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76485/1/Pinney_9781478093619_txt.pdf"	""	"20.500.12657/76485"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Duke University Press"	"monograph"	"2023"	"2023-09-28T12:54:44Z"	""	""	"Pinney, Christopher"	""	""	"F"	""
"Crisis and Communitas : Performative Concepts of Commonality in Arts and Politics"	"9781000921847; 9781000921847; 9781032138053; 9781032138473; 9781003231097"	"10.4324/9781003231097"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75936/1/9781000921847.pdf"	""	"20.500.12657/75936"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:41:33Z"	""	""	"Sajewska, Dorota"	""	""	"F"	""
"Design for the New World : From Human Design to Planet Design"	"9781789387179"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61683/1/external_content.pdf"	"Engholm, Ida"	"20.500.12657/61683"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	""	"monograph"	"2023"	"2023-03-10T05:31:25Z"	""	""	""	""	""	"F"	""
"The Slightest Attachment : When Psychiatric Spaces Enact Affinities"	"9783839465561; 9783839465561; 9783837665567"	"10.14361/9783839465561"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61437/1/9783839465561.pdf"	"d'Hoop, Ariane"	"20.500.12657/61437"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-02-24T15:50:45Z"	"27"	""	""	""	""	"F"	""
"Euphorias in Gender, Sex and Sexuality Variations : Positive Experiences"	"9783031237560; 9783031237560"	"10.1007/978-3-031-23756-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61860/1/978-3-031-23756-0.pdf"	"Jones, Tiffany"	"20.500.12657/61860"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:20:16Z"	""	""	""	""	""	"F"	""
"Reconstructing the Future : Cities as Carbon Sinks"	"9783035627015; 9783035627015; 9783035626971"	"10.1515/9783035627015"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63841/1/9783035627015.pdf"	""	"20.500.12657/63841"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-06T13:06:11Z"	""	""	"Earth, Bauhaus"	""	""	"F"	""
"Culture, Technology and the Image : Techniques of Engaging with Visual Culture"	"9781789381139; 9781789381115; 9781789381122"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/74678/1/external_content.pdf"	""	"20.500.12657/74678"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	""	"monograph"	"2023"	"2023-08-01T05:31:51Z"	""	""	"Pilcher, Jeremy"	""	""	"F"	""
"Nordic Perspectives on the Discourse of Things : Sakprosa Texts Helping Us Navigate and Understand an Ever-changing Reality"	"9783031331220; 9783031331220; 9783031331213"	"10.1007/978-3-031-33122-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75396/1/978-3-031-33122-0.pdf"	""	"20.500.12657/75396"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:55:34Z"	""	""	"Nyström Höög, Catharina"	""	""	"F"	""
"Unsettled Urban Space : Routines, Temporalities and Contestations"	"9780429290237; 9780367258610; 9780367258603; 9781000799620"	"10.4324/9780429290237"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58963/1/9781000799620.pdf"	""	"20.500.12657/58963"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-10-21T09:09:25Z"	""	""	"Viderman, Tihomir"	""	""	"F"	""
"Sport Stadiums and Environmental Justice"	"9781003262633; 9781032201818; 9781032201825; 9781000822540"	"10.4324/9781003262633"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59111/1/9781000822540.pdf"	""	"20.500.12657/59111"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-10-27T09:44:46Z"	""	""	"Kellison, Timothy"	""	""	"F"	""
"The Names of Minimalism : Authorship, Art Music, and Historiography in Dispute"	"9780472903009; 9780472133284; 9780472039098"	"10.3998/mpub.10207791"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60286/1/9780472903009.pdf"	"Nickleson, Patrick"	"20.500.12657/60286"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2022-12-19T10:26:35Z"	""	""	""	""	""	"F"	""
"Latinx Shakespeares : Staging U.S. Intracultural Theater"	"9780472903740; 9780472075775; 9780472055777; 9780472220953"	"10.3998/mpub.12253912"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60483/1/9780472903740.pdf"	"Della Gatta, Carla"	"20.500.12657/60483"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-01-03T15:29:07Z"	""	""	""	""	""	"F"	""
"Trial by Farce : A Dozen Medieval French Comedies in English for the Modern Stage"	"9780472903177; 9780472075850; 9780472055852"	"10.3998/12504948"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60881/1/9780472903177.pdf"	""	"20.500.12657/60881"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-01-25T11:21:18Z"	""	""	"Enders, Jody"	""	""	"F"	""
"Enriching Architecture : Craft and its conservation in Anglo-Irish building production, 1660–1760"	"9781800083547; 9781800083561; 9781800083554; 9781800083578"	"10.14324/111.9781800083547"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60319/1/9781800083547.pdf"	""	"20.500.12657/60319"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"UCL Press"	"monograph"	"2023"	"2022-12-21T12:23:48Z"	""	""	"Casey, Christine"	""	""	"F"	""
"Beyond the Movie Theater : Sites, Sponsors, Uses, Audiences"	"9780520391512; 9780520391505"	"10.1525/luminos.149"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62461/1/beyond-the-movie-theater.pdf"	"Waller, Gregory A."	"20.500.12657/62461"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2023"	"2023-04-17T13:02:20Z"	""	""	""	""	""	"F"	""
"Major Infrastructure Planning and Delivery : Exploring Nationally Significant Infrastructure Projects (NSIPs) in England and Wales"	"9781800085237; 9781800085244; 9781800085251; 9781800085268"	"10.14324/111.9781800085237"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75305/1/9781800085237.pdf"	"Clifford, Ben"	"20.500.12657/75305"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-08-08T11:41:00Z"	""	""	""	""	""	"F"	""
"The Dybbuk Century : The Jewish Play That Possessed the World"	"9780472903856; 9780472076437; 9780472056439"	"10.3998/mpub.11522250"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/74763/1/9780472903856.pdf"	""	"20.500.12657/74763"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-08-03T08:00:56Z"	""	""	"Caplan, Debra"	""	""	"F"	""
"On Making Fiction : Frankenstein and the Life of Stories"	"9783839465509; 9783839465509; 9783837665505"	"10.14361/9783839465509"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61420/1/9783839465509.pdf"	"Danebrock, Friederike"	"20.500.12657/61420"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-02-24T15:50:21Z"	"5"	""	""	""	""	"F"	""
"Death is Served : The Serialization of Death and Its Conceptualization Through Food Metaphors in US Literature and Media"	"9783839465691; 9783839465691; 9783837665697"	"10.14361/9783839465691"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61414/1/9783839465691.pdf"	"Castelli, Stella"	"20.500.12657/61414"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-02-24T15:50:08Z"	"40"	""	""	""	""	"F"	""
"Gaza on Screen"	"9781478093602; 9781478093602; 9781478019992; 9781478020455"	"10.1215/9781478024576"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63468/1/9781478093602.pdf"	""	"20.500.12657/63468"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Duke University Press"	"monograph"	"2023"	"2023-06-19T11:40:32Z"	""	""	"Yaqub, Nadia "	""	""	"F"	""
"Don't Look Away : Art, Nonviolence, and Preventive Publics in Contemporary Europe"	"9781478093749; 9781478093749; 9781478016816; 9781478019466"	"10.1215/9781478024088"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63476/1/9781478093749.pdf"	"Cohen, Brianne"	"20.500.12657/63476"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Duke University Press"	"monograph"	"2023"	"2023-06-19T11:53:37Z"	""	""	""	""	""	"F"	""
"Transnational Trailblazers of Early Cinema : Sarah Bernhardt, Gabrielle Réjane, Mistinguett"	"9780520382114; 9780520382114; 9780520382121"	"10.1525/luminos.157"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63087/1/9780520382114.pdf"	"Duckett, Victoria"	"20.500.12657/63087"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"University of California Press"	"monograph"	"2023"	"2023-05-23T15:45:24Z"	""	""	""	""	""	"F"	""
"Infrastructures of Freedom : Public Light and Everynight Life on a Southern City's Margins"	"9783868597806; 9783868597806; 9783868597769"	"10.1515/9783868597806"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63762/1/9783868597806.pdf"	""	"20.500.12657/63762"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:55:37Z"	""	""	"Briers, Stephanie"	""	""	"F"	""
"Adaptive Urban Transformation : Urban Landscape Dynamics, Regional Design and Territorial Governance in the Pearl River Delta, China"	"9783030898281; 9783030898281; 9783030898274"	"10.1007/978-3-030-89828-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63959/1/978-3-030-89828-1.pdf"	""	"20.500.12657/63959"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:43:19Z"	""	""	"Nijhuis, Steffen"	""	""	"F"	""
"Sveriges avrasifiering : Svenska uppfattningar om ras och rasism under efterkrigstiden"	"9789493296015; 9789178673308"	"10.59217/kriterium.47"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61995/1/sveriges-avrasifiering.pdf"	""	"20.500.12657/61995"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Kriterium"	"monograph"	"2023"	"2023-03-24T14:48:24Z"	""	""	"Hübinette, Tobias"	""	""	"F"	""
"Future Horizons : Canadian Digital Humanities"	"9780776640068; 9780776640051; 9780776640075"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75341/1/9780776640068.pdf"	""	"20.500.12657/75341"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Ottawa Press / Les Presses de l’Université d’Ottawa"	"monograph"	"2023"	"2023-08-10T15:17:08Z"	""	""	"Barrett, Paul"	""	""	"F"	""
